20230819 14:20:05
time,state,distance to goal,distance difference,destination angle,heading angle,angle difference,heading goal,direction,longtitude,latitude,magX,magY,magZ,accelX,accelY,accelZ,accel,calib status mag,calib status accel,pre longtitude,pre latitude,error geomagnetic sensor,error heading counter,description
14:20:05,Normal,16.127104937690824,0,125.11880879871501,104.145795494103,20.97301330461201,False,Turn Right,139.987455,40.142718333333335,-3.875,15.375,-42.25,8.45,-0.97,6.18,6.029892204674972,3,0,0,0,False,0,
14:20:06,Normal,16.127104937690824,0.0,125.11880879871501,108.29277596456505,16.826032834149956,False,Turn Right,139.987455,40.142718333333335,-7.5,22.6875,-42.25,4.49,1.6500000000000001,7.46,6.658333124739255,3,0,139.987455,40.142718333333335,False,0,
14:20:06,Normal,16.127104937690824,0.0,125.11880879871501,99.0017551225613,26.117053676153702,False,Turn Right,139.987455,40.142718333333335,-4.0,25.25,-40.1875,4.59,-1.07,5.7,6.783317772299924,3,0,139.987455,40.142718333333335,False,0,
14:20:07,Normal,16.127104937690824,0.0,125.11880879871501,102.08523634271737,23.033572455997643,False,Turn Right,139.987455,40.142718333333335,-5.5,25.6875,-36.5,4.36,1.95,4.37,8.76596828650435,3,0,139.987455,40.142718333333335,False,0,
14:20:07,Normal,16.127104937690824,0.0,125.11880879871501,87.39743779750019,37.72137100121482,False,Turn Right,139.987455,40.142718333333335,1.0,22.0,-39.375,6.87,-1.06,7.65,8.573995567995123,3,0,139.987455,40.142718333333335,False,0,
14:20:07,Stuck,16.127104937690824,0.0,125.11880879871501,87.39743779750019,37.72137100121482,False,Turn Right,139.987455,40.142718333333335,1.0,22.0,-39.375,6.87,-1.06,7.65,8.573995567995123,3,0,139.987455,40.142718333333335,False,0,Stuck judgment because the value of acceleration is 8.573995567995123m/s^2
14:20:11,Normal,16.22770405259496,0.23327995195822113,126.47865939008487,357.042699384836,230.5640399947511,False,Turn Right,139.98745666666667,40.14272166666667,33.875,-1.75,24.875,-2.62,-0.43,-9.38,19.39786328439295,3,0,139.98745833333334,40.14272,False,0,
14:20:12,Normal,16.22770405259496,0.0,126.47865939008487,354.97592474146046,228.49726535137557,False,Turn Right,139.98745666666667,40.14272166666667,45.5,-4.0,13.1875,-8.44,1.27,-7.86,16.773330021197342,3,0,139.98745666666667,40.14272166666667,False,0,
14:20:12,Normal,16.33812780643988,0.1850622951103752,127.00181751463484,1.6003970533799579,125.40142046125487,False,Turn Right,139.98745666666667,40.142723333333336,53.6875,1.5,1.875,-9.47,0.47000000000000003,-3.61,17.520082762361596,3,0,139.98745666666667,40.14272166666667,False,0,
14:20:12,Normal,16.33812780643988,0.0,127.00181751463484,348.3631647618455,221.36134724721066,False,Turn Right,139.98745666666667,40.142723333333336,31.5625,-6.5,-34.6875,-10.24,1.67,3.2800000000000002,11.419886164056102,3,0,139.98745666666667,40.142723333333336,False,0,
14:20:13,Normal,16.33812780643988,0.0,127.00181751463484,316.8813017707042,189.8794842560694,False,Turn Right,139.98745666666667,40.142723333333336,17.6875,-16.5625,-48.875,-3.23,0.24,6.890000000000001,12.601960164990206,3,0,139.98745666666667,40.142723333333336,False,0,
14:20:13,Stuck,16.33812780643988,0.0,127.00181751463484,316.8813017707042,189.8794842560694,False,Turn Right,139.98745666666667,40.142723333333336,17.6875,-16.5625,-48.875,-3.23,0.24,6.890000000000001,12.601960164990206,3,0,139.98745666666667,40.142723333333336,False,0,Stuck judgment because the value of acceleration is 12.601960164990206m/s^2
14:20:17,Normal,16.675242724159517,0.0,127.72670560612994,260.3450229043438,132.61831729821387,False,Turn Left,139.987455,40.14272666666667,-2.5625,-15.0625,-45.875,4.74,-1.41,8.06,5.183232582086203,3,0,139.987455,40.14272666666667,False,0,
14:20:17,Normal,16.675242724159517,0.0,127.72670560612994,207.43972794819928,79.71302234206934,False,Turn Left,139.987455,40.14272666666667,-9.75,-5.0625,-35.5,5.23,-1.92,6.29,6.5867822189594225,3,0,139.987455,40.14272666666667,False,0,
14:20:18,Normal,16.675242724159517,0.0,127.72670560612994,188.7461622625552,61.01945665642526,False,Turn Left,139.987455,40.14272666666667,-11.375,-1.75,-37.25,5.5600000000000005,-1.1400000000000001,6.69,6.779631258409266,3,0,139.987455,40.14272666666667,False,0,
14:20:18,Normal,16.787965683132743,0.14202633636243273,127.4305326943902,231.90771354942626,104.47718085503607,False,Turn Left,139.98745333333332,40.14272666666667,-13.375,-17.0625,-41.0,5.47,-0.01,8.21,6.231572835167699,3,0,139.987455,40.14272666666667,False,0,
14:20:18,Normal,16.787965683132743,0.0,127.4305326943902,237.77124256490146,110.34070987051126,False,Turn Left,139.98745333333332,40.14272666666667,-10.875,-17.25,-39.75,6.34,-0.8200000000000001,7.43,6.5502213703049765,3,0,139.98745333333332,40.14272666666667,False,0,
14:20:19,Normal,16.787965683132743,0.0,127.4305326943902,242.22202722077608,114.79149452638589,False,Turn Left,139.98745333333332,40.14272666666667,-8.0,-15.1875,-40.6875,7.95,0.78,7.88,6.335305833185956,3,0,139.98745333333332,40.14272666666667,False,0,
14:20:19,Normal,16.900808301381907,0.18506229410313962,127.92996012575205,252.9759919974607,125.04603187170866,False,Turn Left,139.98745333333332,40.14272833333333,-5.875,-19.1875,-47.0,5.12,0.65,7.13,1.4052046114356436,3,0,139.98745333333332,40.14272666666667,False,0,
14:20:20,Normal,16.900808301381907,0.0,127.92996012575205,255.13171864150178,127.20175851574973,False,Turn Left,139.98745333333332,40.14272833333333,-1.875,-7.0625,-40.0,5.23,2.31,6.91,4.565325837221261,3,0,139.98745333333332,40.14272833333333,False,0,
14:20:20,Normal,17.013222384368532,0.1420263304699096,127.63637433416639,258.69006752597977,131.05369319181338,False,Turn Left,139.98745166666666,40.14272833333333,-0.75,-3.75,-45.0,6.22,-1.47,7.98,6.9905865276098265,3,0,139.98745333333332,40.14272833333333,False,0,
14:20:20,Normal,17.013222384368532,0.0,127.63637433416639,262.5685920288275,134.9322176946611,False,Turn Left,139.98745166666666,40.14272833333333,-1.875,-14.375,-44.1875,5.92,-1.8900000000000001,7.41,6.609357003521598,3,0,139.98745166666666,40.14272833333333,False,0,
14:20:21,Normal,17.013222384368532,0.0,127.63637433416639,234.0534386621738,106.4170643280074,False,Turn Left,139.98745166666666,40.14272833333333,-9.5625,-13.1875,-41.5,6.12,-0.6900000000000001,7.5600000000000005,6.893554960976231,3,0,139.98745166666666,40.14272833333333,False,0,
14:20:21,Normal,17.013222384368532,0.0,127.63637433416639,243.751496870195,116.11512253602862,False,Turn Left,139.98745166666666,40.14272833333333,-11.1875,-22.6875,-41.5625,6.25,-0.74,5.84,5.370716898143116,3,0,139.98745166666666,40.14272833333333,False,0,
14:20:21,Normal,17.013222384368532,0.0,127.63637433416639,235.98865109649398,108.35227676232759,False,Turn Left,139.98745166666666,40.14272833333333,-10.375,-15.375,-38.1875,4.32,0.53,5.75,5.117128100800292,3,0,139.98745166666666,40.14272833333333,False,0,
14:20:22,Normal,17.238692496124305,0.23327994111639883,127.83682855635963,254.09244806947413,126.2556195131145,False,Turn Left,139.98745,40.14273,-3.5625,-12.5,-34.0625,5.75,-1.5,8.3,5.9748891203101,3,0,139.98745166666666,40.14272833333333,False,0,
14:20:22,Normal,17.238692496124305,0.0,127.83682855635963,186.06178878872862,58.224960232368986,False,Turn Left,139.98745,40.14273,-7.0625,-0.75,-27.875,5.48,-0.8300000000000001,7.71,10.643467480102526,3,0,139.98745,40.14273,False,0,
14:20:22,Stuck,17.238692496124305,0.0,127.83682855635963,186.06178878872862,58.224960232368986,False,Turn Left,139.98745,40.14273,-7.0625,-0.75,-27.875,5.48,-0.8300000000000001,7.71,10.643467480102526,3,0,139.98745,40.14273,False,0,Stuck judgment because the angle cannot be adjusted
14:20:31,Normal,17.47327747041663,0.3390191272043425,125.73419326985525,165.54970209951074,39.815508829655485,False,Turn Left,139.98744333333335,40.14272666666667,-16.25,4.1875,-53.375,-3.96,1.95,7.25,6.166765764969512,3,0,139.98744666666667,40.14272833333333,False,0,
14:20:32,Normal,17.47327747041663,0.0,125.73419326985525,159.85012098155144,34.11592771169619,False,Turn Left,139.98744333333335,40.14272666666667,-46.5,17.0625,-24.0625,4.95,-0.56,7.67,4.870667305411036,3,0,139.98744333333335,40.14272666666667,False,0,
14:20:32,Normal,17.35803259948769,0.142026333940454,126.0076180650757,151.0405836898557,25.032965624780005,False,Turn Left,139.987445,40.14272666666667,-41.5625,23.0,-21.25,5.55,-0.53,7.140000000000001,6.04230088625186,3,0,139.98744333333335,40.14272666666667,False,0,
